Price,Close,High,Low,Open,Volume
Ticker,ODFL,ODFL,ODFL,ODFL,ODFL
Date,,,,,
2025-12-03,150.73947143554688,150.8393380634968,141.30265411958504,142.1015414306603,4491200
2025-12-04,153.2958984375,153.81517747463585,150.68953792155034,151.47844466378663,4582700
2025-12-05,154.93362426757812,156.51142265407395,152.81658566070215,152.81658566070215,2833500
2025-12-08,151.4684600830078,156.8110050794752,150.98913375648186,156.8110050794752,3444700
2025-12-09,148.68235778808594,151.65819762142087,147.65379544237774,151.57830736070937,1674500
2025-12-10,157.10060119628906,158.56853704433968,148.28291411492398,149.11175838508717,2991400
2025-12-11,158.6983642578125,162.96241347264467,156.91086734229054,156.91086734229054,3657400
2025-12-12,159.267578125,161.0151375464002,157.79962699202312,158.89808377154077,2264000
2025-12-15,157.2404022216797,160.67559176295202,154.66399863759435,159.91665719642236,2593400
2025-12-16,156.72113037109375,159.0778396713173,154.64402935754853,158.5585606085538,2208500
2025-12-17,155.5128173828125,158.81819887635427,154.6040980334996,155.91226869227202,2272500
2025-12-18,158.32888793945312,159.8767293444606,156.0920063760062,156.69117570617328,2631400
2025-12-19,157.17050170898438,157.92943631981538,153.67538284428716,157.92943631981538,5049000
2025-12-22,159.0778350830078,160.2362209444115,156.78103973367524,158.1790811267429,1564300
2025-12-23,158.39877319335938,159.2276174490295,157.9494038405886,158.39877319335938,1175400
2025-12-24,159.13775634765625,159.65703541952928,158.09921344141927,158.46869256154537,795100
2025-12-26,159.267578125,159.3973864633694,157.81958812868984,158.4387338280634,702500
2025-12-29,159.33746337890625,161.27476014935178,158.32887748514693,159.45729114202393,1523500
2025-12-30,159.0878143310547,160.55576540035045,158.12916173733598,158.81818662266144,1427600
2025-12-31,156.58132934570312,158.8681290010389,156.4415251995801,158.43873599420002,1232800
2026-01-02,158.96798706054688,159.92663965724662,155.78243357696527,157.52999292798893,1891200
2026-01-05,163.50164794921875,165.7185530216299,157.9394241324093,158.79822533377134,1824600
2026-01-06,168.6444854736328,169.76291864991165,163.3918112975179,163.7712862269736,2038100
2026-01-07,165.48887634277344,170.16234196854302,164.99955424605494,168.84419085775212,1857000
2026-01-08,170.8314208984375,172.5590038506239,163.52162257819026,163.8012308512317,2283400
2026-01-09,172.8885498046875,173.43777055935107,169.35347831871363,171.36068483215067,1787700
2026-01-12,173.32794189453125,173.68742520077987,169.89273697362952,171.00118954708898,1897000
2026-01-13,171.4105987548828,173.38784827877402,170.4918836800229,172.87854980860138,1394100
2026-01-14,173.27801513671875,174.67605661673983,169.14378934578866,170.50189331388455,1708200
2026-01-15,177.9614715576172,178.3109742982755,173.67744594240665,173.9071209134117,2101600
2026-01-16,175.405029296875,178.34093155868584,173.81725039610265,176.58339157143237,2495000
2026-01-20,169.76290893554688,173.30796096376142,167.76569824218748,171.62031548987142,3022100
2026-01-21,178.1511993408203,180.01860182208557,171.13100451602148,171.77011136996802,2266500
2026-01-22,178.00140380859375,180.9972198614733,176.83303737647174,178.94009527649735,1650700
2026-01-23,174.05691528320312,178.20112138428792,173.23805158346605,177.20251603583293,1656100
2026-01-26,173.7473602294922,174.2466629329349,170.851395407019,173.68743110557128,1416200
2026-01-27,174.19671630859375,175.54482436240454,172.82863188166863,173.28798180074202,1207300
2026-01-28,172.4791259765625,175.50489912078206,172.31934545549586,174.81585895650272,1953300
2026-01-29,172.34930419921875,174.98562187432597,170.37206975226567,173.11823463206525,1492500
2026-01-30,172.9584503173828,173.0583169512807,169.7529355518816,170.46193684502592,2216600
2026-02-02,185.87042236328125,186.0701403897464,173.08827058189908,173.08827058189908,3685100
2026-02-03,189.50534057617188,189.98466687524177,184.1228583764341,184.74198881429555,3144900
2026-02-04,208.24916076660156,208.44889403407217,189.6651138991302,191.18299835435468,6487800
2026-02-05,201.85809326171875,206.1421036874588,197.72386754972487,199.74105470739124,4258800
2026-02-06,202.18763732910156,204.5543272601364,198.0434309982796,198.0434309982796,2906400
2026-02-09,195.8365020751953,202.5371508929765,194.60822172182728,201.14907478397612,2303100
2026-02-10,194.21876525878906,196.63538844263493,192.67092387693287,195.0476095502025,2613500
2026-02-11,194.18881225585938,199.7210794521808,193.9291651005657,194.42846779919617,2393100
2026-02-12,185.25128173828125,199.4714280790845,183.61356949646898,198.51276019332428,6282400
2026-02-13,192.9405517578125,195.1474611098436,186.97887643308098,187.72783046646424,2096800
2026-02-17,193.05039978027344,196.60543250252402,190.46400026014513,192.71086236985496,2237200
2026-02-18,193.53970336914062,194.90778784330445,191.82210092219358,191.82210092219358,1792600
2026-02-19,194.89781188964844,195.676722873856,191.62238743361954,192.37134147516593,1840200
2026-02-20,201.109130859375,202.58706251111056,193.53970047665544,193.90917958021222,2002600
2026-02-23,193.609619140625,201.1590734998205,193.00046923928733,201.09915961403468,1280300
2026-02-24,196.42567443847656,198.14327690443142,191.74221278639666,193.99907068846997,1013900
2026-02-25,191.43264770507812,197.28447582323847,188.41685520032428,197.08475779535934,1581300
2026-02-26,198.0933380126953,199.28168081485228,192.97050293880744,193.1901973343747,2220800
2026-02-27,202.76683044433594,203.57569838403177,194.937767729552,196.06618147520368,3549200
2026-03-02,207.46026611328125,208.85830753961875,199.14188153280122,202.38734899305712,2843900
2026-03-03,207.65000915527344,208.77843813241378,201.45865872750792,204.02506668004142,1638400
2026-03-04,216.19000244140625,221.6300048828125,212.5800018310547,213.6699981689453,3092000
2026-03-05,210.67999267578125,214.4499969482422,208.00999450683594,213.38999938964844,2194700
2026-03-06,193.97000122070312,204.2899932861328,191.13999938964844,203.57000732421875,3395100
2026-03-09,197.22000122070312,197.69000244140625,184.69000244140625,190.77000427246094,2558500
2026-03-10,195.02000427246094,198.9199981689453,192.8800048828125,195.69000244140625,1521400
2026-03-11,188.77999877929688,195.8000030517578,185.05999755859375,194.3800048828125,1586700
2026-03-12,176.24000549316406,185.9499969482422,176.0500030517578,185.0,2473400
2026-03-13,180.75,180.99000549316406,176.0800018310547,179.3300018310547,3081200
2026-03-16,182.44000244140625,184.07000732421875,179.92999267578125,183.33999633789062,1696400
2026-03-17,184.42999267578125,188.35000610351562,181.7100067138672,185.97999572753906,1870300
2026-03-18,182.57000732421875,184.0500030517578,179.63999938964844,182.82000732421875,1768200
2026-03-19,182.36000061035156,183.7899932861328,177.91000366210938,181.13999938964844,2103100
2026-03-20,183.9199981689453,184.36000061035156,179.99000549316406,182.39999389648438,3750400
2026-03-23,187.6999969482422,193.22000122070312,187.60000610351562,189.80999755859375,2156300
2026-03-24,185.02999877929688,191.36000061035156,182.88999938964844,184.7100067138672,3188800
2026-03-25,189.0500030517578,190.52000427246094,184.22000122070312,186.11000061035156,1786100
2026-03-26,187.92999267578125,191.55999755859375,186.83999633789062,188.6999969482422,1743400
2026-03-27,188.33999633789062,188.92999267578125,184.4600067138672,185.94000244140625,1798200
2026-03-30,189.75,194.85000610351562,189.33999633789062,189.4600067138672,2648600
2026-03-31,195.39999389648438,195.85000610351562,189.27999877929688,189.75,2653700
2026-04-01,199.6300048828125,201.6300048828125,194.6699981689453,194.6699981689453,2053500
2026-04-02,198.0,203.47999572753906,195.3300018310547,197.97999572753906,2060700
2026-04-06,202.17999267578125,202.44000244140625,196.47000122070312,198.0,2762900
2026-04-07,198.92999267578125,204.0500030517578,196.63999938964844,203.11000061035156,2940700
2026-04-08,207.52999877929688,210.17999267578125,203.3000030517578,205.22999572753906,2381700
2026-04-09,209.5,211.58999633789062,206.27000427246094,206.3699951171875,1300200
2026-04-10,208.35000610351562,212.22000122070312,207.5500030517578,209.5,1073300
2026-04-13,207.6300048828125,208.1199951171875,203.50999450683594,208.00999450683594,1348100
2026-04-14,210.41000366210938,210.7899932861328,205.61000061035156,207.5,1195700
2026-04-15,205.19000244140625,210.27999877929688,203.88999938964844,210.08999633789062,1245300
2026-04-16,213.57000732421875,217.10000610351562,206.55999755859375,206.88999938964844,2130000
2026-04-17,217.75999450683594,220.17999267578125,213.4199981689453,216.27999877929688,1561200
2026-04-20,223.3800048828125,223.9199981689453,215.69000244140625,216.2100067138672,1589800
2026-04-21,224.4199981689453,227.0,222.10000610351562,223.92999267578125,1615800
2026-04-22,219.97999572753906,227.0800018310547,219.33999633789062,226.5500030517578,1223500
2026-04-23,222.77999877929688,226.86000061035156,222.24000549316406,223.82000732421875,1590800
2026-04-24,219.97999572753906,223.3000030517578,218.63999938964844,222.88999938964844,1530400
2026-04-27,220.52999877929688,224.1699981689453,219.30999755859375,220.1999969482422,2639600
2026-04-28,221.77000427246094,224.04249572753906,216.88999938964844,224.02999877929688,2492864
